index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,year
2668,Windsor,1a Primrose St,4,h,,S,Biggin,3/18/2017,5.1,3181,4,1,1,230,126,1970,Stonnington,-37.8549,144.9948,Southern Metropolitan,4380,2017
2669,Richmond,106/28 Burnley St,1,u,,PI,Collins,10/15/2016,2.6,3121,1,1,1,0,44,2012,Yarra,-37.8127,145.0094,Northern Metropolitan,14949,2016
2670,Altona North,268d Mason St,4,t,,S,RT,6/27/2016,11.1,3025,4,3,1,252,126,1970,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132,2016
2671,Vermont,2/557 Canterbury Rd,4,t,,S,Harcourts,6/3/2017,17.2,3133,4,2,2,0,207,2008,Whitehorse,-37.83368,145.20409,Eastern Metropolitan,4181,2017
2672,South Melbourne,40 Smith St,2,h,,VB,Marshall,9/9/2017,1.9,3205,2,1,2,82,126,1900,,-37.83606,144.95164,Southern Metropolitan,5943,2017
2673,Dandenong,3/111 Clow St,2,u,,S,Stockdale,8/12/2017,24.7,3175,2,1,1,135,126,1990,Greater Dandenong,-37.98585,145.22651,South-Eastern Metropolitan,10894,2017
2674,Kensington,61 Willis St,3,h,,S,Nelson,5/28/2016,4.2,3031,2,2,2,84,126,1970,Melbourne,-37.7935,144.9187,Northern Metropolitan,5263,2016
2675,Bentleigh East,7 England St,4,h,,S,hockingstuart,7/16/2016,13.9,3165,4,2,2,618,196,1950,Glen Eira,-37.9252,145.0562,Southern Metropolitan,10969,2016
2676,Brunswick East,2/146 Blyth St,2,u,,S,Nelson,4/16/2016,4.5,3057,2,1,1,0,126,1970,Moreland,-37.7671,144.9746,Northern Metropolitan,5533,2016
2677,Airport West,1/37 Hillside Gr,3,h,,S,Maddison,3/4/2017,13.5,3042,2,1,1,290,116,1980,Moonee Valley,-37.7273,144.8744,Western Metropolitan,3464,2017
2678,Abbotsford,78 Yarra St,3,h,,S,LITTLE,7/16/2016,2.5,3067,2,1,1,138,105,1890,Yarra,-37.8021,144.9965,Northern Metropolitan,4019,2016
2679,Kew,3/81 Derby St,2,u,,PI,Marshall,3/4/2017,5.6,3101,2,1,2,91,126,1970,Boroondara,-37.8003,145.0375,Southern Metropolitan,10331,2017
2680,Preston,2 Bruce St,2,h,,SP,McGrath,4/22/2017,8.8,3072,2,1,2,465,126,1970,Darebin,-37.7424,145.0026,Northern Metropolitan,14577,2017
2681,Clifton Hill,3/68 Noone St,3,t,,S,Collins,11/7/2016,3.4,3068,3,2,1,124,116,2000,Yarra,-37.7934,144.9923,Northern Metropolitan,2954,2016
2682,Hawthorn,1/41 Morang Rd,1,u,,S,Collins,3/11/2017,4.6,3122,1,1,1,0,126,1970,Boroondara,-37.8237,145.0242,Southern Metropolitan,11308,2017
2683,McKinnon,75 Wright St,5,h,,S,Hodges,5/27/2017,11.4,3204,5,2,2,904,126,1970,Glen Eira,-37.91074,145.03068,Southern Metropolitan,2397,2017
2684,Doncaster,22 Bayley Gr,4,h,,S,Barry,4/29/2017,13.9,3108,4,2,2,814,126,1970,Manningham,-37.7859,145.12,Eastern Metropolitan,9028,2017
2685,Elsternwick,307/242 Glen Huntly Rd,3,u,,VB,Buxton,7/15/2017,7.2,3185,3,2,2,0,126,1970,Glen Eira,-37.88472,145.00025,Southern Metropolitan,4898,2017
2686,Reservoir,107 McFadzean Av,3,h,,S,Nelson,7/15/2017,12,3073,3,1,2,579,126,1970,Darebin,-37.70158,144.99655,Northern Metropolitan,21650,2017
2687,Glen Huntly,2/6 Culma St,2,u,,S,Woodards,6/18/2016,10.4,3163,2,1,1,0,126,1995,Glen Eira,-37.8924,145.0409,Southern Metropolitan,2403,2016
2688,Pascoe Vale,6 Merbein St,2,h,,PI,hockingstuart,5/14/2016,9.9,3044,2,1,2,590,95,1940,Moreland,-37.717,144.9509,Northern Metropolitan,7485,2016
2689,Aspendale,58 Station St,3,h,,PI,Ray,9/9/2017,21.5,3195,3,1,2,292,91,1955,,-38.01908,145.09702,South-Eastern Metropolitan,2824,2017
2690,Brunswick West,1 McLean St,3,h,,SP,Nelson,5/6/2017,5.9,3055,3,3,1,131,109,2008,Moreland,-37.7559,144.9378,Northern Metropolitan,7082,2017
2691,McKinnon,41 McKinnon Rd,2,h,,SP,Buxton,8/12/2017,11.4,3204,2,1,2,397,96,1940,Glen Eira,-37.90978,145.02937,Southern Metropolitan,2397,2017
2692,Preston,39 William St,3,h,,S,Nelson,6/3/2017,8.4,3072,3,1,1,448,103,1930,Darebin,-37.73443,145.00201,Northern Metropolitan,14577,2017
2693,Altona,6 Myrtle Gr,3,h,,S,RT,9/16/2017,11,3018,3,1,3,710,126,1970,,-37.87182,144.816,Western Metropolitan,5301,2017
2694,Hawthorn,38/44 Burwood Rd,2,u,,SP,Caine,8/12/2017,5.3,3122,2,2,2,0,126,1970,Boroondara,-37.82127,145.02238,Southern Metropolitan,11308,2017
2695,Armadale,14 New St,3,h,,VB,Jellis,6/18/2016,6.3,3143,2,1,2,212,106,1900,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836,2016
2696,Avondale Heights,36 Wood St,4,h,,S,Moonee,3/4/2017,10.5,3034,4,2,1,350,126,2008,Moonee Valley,-37.7676,144.859,Western Metropolitan,4502,2017
2697,Port Melbourne,410 Graham St,3,h,,PI,Marshall,6/3/2017,3.5,3207,3,2,2,133,126,1970,Port Phillip,-37.83522,144.93471,Southern Metropolitan,8648,2017
2698,South Yarra,62 Powell St,3,h,,S,Jellis,5/22/2016,3.3,3141,3,2,1,194,148,1890,Stonnington,-37.8395,144.9898,Southern Metropolitan,14887,2016
2699,Glen Iris,35 Adrian St,5,h,,VB,Jellis,7/30/2016,9.2,3146,5,3,2,709,672,1930,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412,2016
2700,Balwyn,1/252 Union Rd,2,u,,S,hockingstuart,9/10/2016,9.7,3103,2,1,1,0,73,1960,Boroondara,-37.8144,145.0993,Southern Metropolitan,5682,2016
2701,Balwyn North,7 Lemon Rd,4,h,,S,Jellis,6/17/2017,9.7,3104,4,1,1,1138,152,1950,Boroondara,-37.79284,145.10082,Southern Metropolitan,7809,2017
2702,Pascoe Vale,7 Coane St,4,h,,PI,Nelson,11/19/2016,9.9,3044,4,2,2,646,287,1995,Moreland,-37.7256,144.9383,Northern Metropolitan,7485,2016
2703,Hawthorn,12/5 Summerlea Gr,1,u,,SP,hockingstuart,5/13/2017,4.6,3122,1,1,0,479,30,1970,Boroondara,-37.8292,145.0322,Southern Metropolitan,11308,2017
2704,Canterbury,108/2 Gascoyne St,2,u,,S,Nelson,7/1/2017,8.4,3126,2,2,1,8140,86.5,2015,Boroondara,-37.82091,145.06011,Southern Metropolitan,3265,2017
2705,Caroline Springs,3 Salford La,3,h,,S,HAR,9/23/2017,14.8,3023,3,1,2,238,171,2004,,-37.73917,144.72874,Western Metropolitan,7719,2017
2706,Cheltenham,4 Warren Rd,3,h,,S,O'Brien,9/3/2017,17.9,3192,3,2,2,657,195,1958,,-37.95499,145.06775,Southern Metropolitan,9758,2017
2707,Carlton,81 Princes St,2,h,,VB,Woodards,9/9/2017,1.6,3053,2,1,2,117,126,1970,,-37.79294,144.97283,Northern Metropolitan,6786,2017
2708,Ashwood,17 Parkhill Dr,4,h,,S,Tim,11/19/2016,12.2,3147,4,2,2,766,192,1950,Monash,-37.8629,145.1097,Southern Metropolitan,2894,2016
2709,Mitcham,2/61 Orient Av,3,u,,S,Noel,8/26/2017,17.2,3132,3,2,2,309,150,2005,,-37.82653,145.20261,Eastern Metropolitan,6871,2017
2710,Elwood,53 Addison St,4,h,,VB,Chisholm,6/27/2016,7.7,3184,3,3,0,235,211,2005,Port Phillip,-37.8775,144.9808,Southern Metropolitan,8989,2016
2711,Parkdale,3 Surf St,3,h,,SP,Obrien,5/27/2017,21.5,3195,3,1,2,545,145,1950,Kingston,-37.99827,145.07497,South-Eastern Metropolitan,5087,2017
2712,Kew,15 Barry St,6,h,,S,Jellis,8/13/2016,5.6,3101,6,6,3,1334,365,1890,Boroondara,-37.8029,145.0267,Southern Metropolitan,10331,2016
2713,Balwyn,12 Wills St,5,h,,S,Marshall,5/28/2016,9.7,3103,4,2,2,981,260,1960,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682,2016
2714,Wantirna South,127 Fraser Cr,6,h,,S,Biggin,9/9/2017,14.7,3152,6,3,3,754,126,1970,,-37.88153,145.23003,Eastern Metropolitan,7082,2017
2715,Preston,74 Pender St,3,h,,S,Barry,2/25/2017,8.8,3072,3,1,2,399,121,1940,Darebin,-37.7366,145.0063,Northern Metropolitan,14577,2017
2716,Mount Waverley,37 Pascall St,4,h,,S,Jellis,9/16/2017,14.2,3149,4,2,2,695,160,1970,,-37.86127,145.14271,Eastern Metropolitan,13366,2017
2717,Mount Waverley,23 Baily St,3,h,,S,Ray,6/17/2017,14.2,3149,3,1,2,810,126,1970,Monash,-37.86838,145.14664,Eastern Metropolitan,13366,2017
2718,Hawthorn,5/70 Power St,2,u,,S,Jellis,2/25/2017,4.6,3122,2,1,1,82,126,1970,Boroondara,-37.818,145.0268,Southern Metropolitan,11308,2017
2719,Carlton North,24/635 Drummond St,2,u,,S,hockingstuart,6/27/2016,3.2,3054,2,1,1,0,76,1975,Yarra,-37.7902,144.97,Northern Metropolitan,3106,2016
2720,Bentleigh,3 Somers St,4,h,,S,Woodards,5/22/2016,13,3204,4,2,1,292,126,1970,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795,2016
2721,South Yarra,16 Margaret St,3,h,,SP,Jellis,9/16/2017,2.7,3141,3,1,2,174,110,1900,,-37.84517,144.98727,Southern Metropolitan,14887,2017
2722,Bentleigh East,38 Edinburgh St,4,h,,S,C21,3/4/2017,13.9,3165,4,2,1,0,126,1970,Glen Eira,-37.9174,145.0717,Southern Metropolitan,10969,2017
2723,Kew,871 Glenferrie Rd,5,h,,PI,Marshall,6/17/2017,5.4,3101,5,4,2,769,285,1940,Boroondara,-37.81143,145.03723,Southern Metropolitan,10331,2017
2724,Glen Iris,67 Celia St,4,h,,PI,Fletchers,10/15/2016,9.2,3146,4,3,1,650,266,1946,Boroondara,-37.8581,145.078,Southern Metropolitan,10412,2016
2725,Wheelers Hill,87 Chancellor Dr,4,h,,S,Harcourts,6/3/2017,16.7,3150,4,2,3,800,163,1968,Monash,-37.92024,145.18049,South-Eastern Metropolitan,7392,2017
2726,North Melbourne,50/171 Flemington Rd,2,u,,VB,Jellis,8/12/2017,1.8,3051,2,1,1,0,126,1983,Melbourne,-37.7955,144.94922,Northern Metropolitan,6821,2017
2727,St Kilda,51/3 Alfred Sq,2,u,,S,Whiting,5/22/2016,6.1,3182,2,1,1,1211,126,1970,Port Phillip,-37.8644,144.9741,Southern Metropolitan,13240,2016
2728,Dingley Village,29 Elliott Cr,3,h,,S,Ray,7/15/2017,22.2,3172,3,2,4,801,150,1980,Kingston,-37.98596,145.13187,South-Eastern Metropolitan,3940,2017
2729,Newport,46A Schutt St,4,h,,S,Williams,8/12/2017,6.2,3015,4,2,2,224,126,1970,Hobsons Bay,-37.83859,144.88128,Western Metropolitan,5498,2017
2730,Fitzroy,107 Cecil St,2,h,,S,Nelson,9/24/2016,1.6,3065,2,1,1,157,110,1900,Yarra,-37.7941,144.98,Northern Metropolitan,5825,2016
2731,Coburg,109 Moreland Rd,3,h,,S,Nicholson,10/8/2016,7.8,3058,2,1,1,374,118,1910,Moreland,-37.7561,144.9715,Northern Metropolitan,11204,2016
2732,Maribyrnong,23/4 Wests Rd,3,h,,SP,Raine,3/18/2017,8.7,3032,3,2,2,4977,95,2005,Maribyrnong,-37.7737,144.8816,Western Metropolitan,4918,2017
2733,Melbourne,60 Hayward La,3,h,,S,Dingle,2/25/2017,2.8,3000,3,2,0,95,126,1970,Melbourne,-37.8092,144.967,Northern Metropolitan,17496,2017
2734,Sunshine West,14 Killeen St,3,h,,S,Homes,6/27/2016,13.5,3020,3,1,1,591,103,1971,Brimbank,-37.7987,144.8196,Western Metropolitan,6763,2016
2735,Hampton,7 Wave St,3,h,,S,Marshall,6/17/2017,13.8,3188,3,2,1,455,126,1990,Bayside,-37.93739,145.00513,Southern Metropolitan,5454,2017
2736,Hawthorn,9 Manchester St,2,h,,S,Jellis,6/24/2017,5.3,3122,2,1,1,264,97,1910,Boroondara,-37.8285,145.04022,Southern Metropolitan,11308,2017
2737,Richmond,50 Canterbury St,2,h,,S,Biggin,5/28/2016,2.6,3121,2,1,0,127,72,1900,Yarra,-37.8251,145.0063,Northern Metropolitan,14949,2016
2738,South Morang,9 Ronald Av,3,h,,S,HAR,7/29/2017,20.5,3752,3,2,4,806,126,1985,Whittlesea,-37.65498,145.08712,Northern Metropolitan,7969,2017
2739,Doncaster,4/176 Ayr St,2,u,,S,Ray,4/22/2017,13.9,3108,2,1,1,261,126,1984,Manningham,-37.7731,145.1044,Eastern Metropolitan,9028,2017
2740,Fawkner,3 Lovely St,3,h,,S,YPA,12/3/2016,12.4,3060,3,1,3,587,136,1970,Moreland,-37.7007,144.9632,Northern Metropolitan,5070,2016
2741,Glen Iris,2/37 Aintree Rd,2,u,,S,Jellis,5/27/2017,7.3,3146,2,1,1,730,93,1875,Stonnington,-37.85563,145.04369,Southern Metropolitan,10412,2017
2742,Balwyn North,3 Dumblane St,5,h,,PI,hockingstuart,12/3/2016,9.2,3104,5,4,2,760,477,2015,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809,2016
2743,Dandenong,19 Ross St,3,h,,S,McLennan,9/3/2017,24.7,3175,3,2,1,673,125,1995,,-37.98096,145.22621,South-Eastern Metropolitan,10894,2017
2744,Roxburgh Park,16 Reading Cl,3,h,,S,Raine,7/15/2017,20.6,3064,3,2,2,640,156,1994,Hume,-37.63799,144.92924,Northern Metropolitan,5833,2017
2745,Ivanhoe East,271 The Boulevard,5,h,,SP,Miles,12/3/2016,9,3079,5,4,2,2064,405,1951,Banyule,-37.7769,145.0605,Eastern Metropolitan,1554,2016
2746,Brighton,18 Rooding St,3,h,,S,Buxton,9/3/2016,11.2,3186,3,1,2,366,156,1920,Bayside,-37.9038,145.0001,Southern Metropolitan,10579,2016
2747,Moorabbin,15 Faye St,4,h,,S,Buxton,11/27/2016,14.6,3189,4,1,2,638,126,1972,Kingston,-37.9378,145.057,Southern Metropolitan,2555,2016
2748,Sunshine West,268 Wright St,4,h,,S,Barry,3/11/2017,13.5,3020,4,1,4,520,126,1970,Brimbank,-37.7942,144.8112,Western Metropolitan,6763,2017
2749,Fairfield,48 Gordon St,3,h,,S,Jellis,5/28/2016,5.8,3078,1,1,1,453,126,1970,Darebin,-37.7772,145.0232,Northern Metropolitan,2970,2016
2750,Elsternwick,4/585 Glen Huntly Rd,2,u,,S,Buxton,12/10/2016,8.5,3185,2,1,1,815,62,2008,Glen Eira,-37.8857,145.0136,Southern Metropolitan,4898,2016
2751,Epping,26 Lowalde Dr,3,h,,S,hockingstuart,8/26/2017,19.6,3076,3,1,2,536,0,1980,,-37.64972,145.04086,Northern Metropolitan,10926,2017
2752,Mitcham,1/39 Harrison St,3,u,,SP,Jellis,5/27/2017,17.2,3132,3,1,2,208,110,1975,Whitehorse,-37.8135,145.19972,Eastern Metropolitan,6871,2017
2753,Rosanna,6 Douglas St,4,h,,S,Barry,5/27/2017,8.9,3084,4,2,1,625,126,1970,Banyule,-37.74301,145.07149,Eastern Metropolitan,3540,2017
2754,Preston,21 Dunstan St,3,h,,S,Woodards,12/10/2016,8.8,3072,3,1,2,693,126,1950,Darebin,-37.7315,144.988,Northern Metropolitan,14577,2016
2755,Templestowe Lower,5 Michael St,3,h,,S,Barry,5/22/2016,13.8,3107,3,1,1,770,126,1970,Manningham,-37.77,145.1089,Eastern Metropolitan,5420,2016
2756,Williamstown North,5 Nicosia Ct,3,h,,PI,Williams,4/8/2017,8.9,3016,3,2,5,442,249,2003,Hobsons Bay,-37.8538,144.8722,Western Metropolitan,802,2017
2757,Southbank,2402/163 City Rd,2,u,,S,Dixon,4/8/2017,1.2,3006,2,1,1,0,126,1970,Melbourne,-37.8242,144.9626,Southern Metropolitan,8400,2017
2758,Essendon,35 Washington St,5,h,,S,Brad,6/3/2017,7.5,3040,5,3,2,590,223,1880,Moonee Valley,-37.75511,144.90935,Western Metropolitan,9264,2017
2759,Bentleigh East,9 Colin St,3,h,,S,Hodges,8/28/2016,13.9,3165,3,1,1,643,126,1970,Glen Eira,-37.9237,145.0527,Southern Metropolitan,10969,2016
2760,Preston,6/383 Gilbert Rd,2,u,,S,Nelson,3/18/2017,8.8,3072,2,1,1,0,65,1980,Darebin,-37.7377,144.9899,Northern Metropolitan,14577,2017
2761,Northcote,73 Westbourne Gr,3,h,,VB,Nelson,7/15/2017,5.3,3070,3,2,2,422,126,1970,Darebin,-37.77348,144.99206,Northern Metropolitan,11364,2017
2762,Altona North,27 Beuron Rd,3,h,,S,Greg,9/16/2017,9.4,3025,3,1,2,667,126,1970,,-37.82872,144.84558,Western Metropolitan,5132,2017
2763,Hawthorn,35 College St,3,h,,VB,Jellis,11/27/2016,4.6,3122,3,2,2,472,126,1970,Boroondara,-37.8171,145.0252,Southern Metropolitan,11308,2016
2764,Bentleigh East,2/11 Francesco St,3,t,,S,Buxton,3/18/2017,13.9,3165,3,2,2,327,126,1970,Glen Eira,-37.9195,145.0555,Southern Metropolitan,10969,2017
2765,Reservoir,9/23 Ashley St,2,h,,PI,Ray,7/22/2017,12,3073,2,1,1,89,65,1965,Darebin,-37.71766,145.00132,Northern Metropolitan,21650,2017
2766,Essendon,78 Market St,3,h,,S,Nelson,4/8/2017,8,3040,3,2,2,359,126,1970,Moonee Valley,-37.7427,144.898,Western Metropolitan,9264,2017
2767,Balwyn,17 Percy St,5,h,,S,Marshall,8/19/2017,7.9,3103,5,3,2,671,126,1970,,-37.81016,145.07341,Southern Metropolitan,5682,2017
2768,Newport,115 North Rd,3,h,,SP,Sweeney,10/15/2016,8.4,3015,3,2,2,284,125,1890,Hobsons Bay,-37.8446,144.8861,Western Metropolitan,5498,2016
2769,Templestowe,19 Athenry Tce,3,h,,S,Barry,7/8/2017,15.5,3106,3,2,2,926,126,1970,Manningham,-37.75091,145.16761,Eastern Metropolitan,6202,2017
2770,Cheltenham,105 Wilson St,3,h,,S,Ray,7/1/2017,17.9,3192,3,1,2,610,126,1970,Kingston,-37.95629,145.06031,Southern Metropolitan,9758,2017
2771,West Footscray,16 Dove St,3,h,,S,hockingstuart,5/20/2017,8.2,3012,3,1,0,218,126,1970,Maribyrnong,-37.7963,144.8801,Western Metropolitan,5058,2017
2772,Northcote,16/116 Arthurton Rd,2,u,,SP,hockingstuart,5/7/2016,5.5,3070,2,1,1,1882,126,1970,Darebin,-37.768,144.9895,Northern Metropolitan,11364,2016
2773,Oak Park,5/4 Ethel St,3,u,,S,Jason,9/10/2016,11.5,3046,3,1,1,0,126,1970,Moreland,-37.7233,144.9168,Northern Metropolitan,2651,2016
2774,Northcote,44 Bent St,3,h,,S,Nelson,6/3/2017,5.3,3070,3,1,1,352,126,1900,Darebin,-37.76708,144.99624,Northern Metropolitan,11364,2017
2775,Bentleigh,52a Tucker Rd,2,u,,S,Buxton,4/29/2017,13,3204,2,1,1,0,115,2006,Glen Eira,-37.9296,145.0498,Southern Metropolitan,6795,2017
2776,Richmond,29 Gipps St,3,h,,VB,Nelson,4/8/2017,2.6,3121,3,2,0,848,126,1970,Yarra,-37.8235,144.9963,Northern Metropolitan,14949,2017
2777,Reservoir,2 Moira Av,3,h,,SP,Love,7/29/2017,12,3073,3,1,1,540,126,1970,Darebin,-37.69372,144.98058,Northern Metropolitan,21650,2017
2778,Newport,39/114 Mason St,2,u,,SP,Williams,7/16/2016,8.4,3015,2,1,1,0,63,2006,Hobsons Bay,-37.8413,144.8741,Western Metropolitan,5498,2016
2779,Essendon,7 Hilda St,3,h,,S,Paul,7/26/2016,8,3040,3,1,0,300,145,1900,Moonee Valley,-37.7548,144.9315,Western Metropolitan,9264,2016
2780,Preston,173 Raglan St,5,h,,S,RW,6/24/2017,8.4,3072,5,3,4,525,266.76,2014,Darebin,-37.75017,145.01204,Northern Metropolitan,14577,2017
2781,Essendon North,10 Cowper St,4,h,,S,Barry,4/8/2017,9.4,3041,4,2,2,521,157,1945,Moonee Valley,-37.7372,144.9022,Western Metropolitan,1308,2017
2782,Moonee Ponds,13 Hudson St,3,h,,S,Nelson,9/9/2017,6.2,3039,3,1,1,375,118,1910,,-37.76464,144.91035,Western Metropolitan,6232,2017
2783,Glen Iris,10 Yeovil Rd,3,h,,S,Philip,3/18/2017,9.2,3146,3,1,2,650,126,1970,Boroondara,-37.8505,145.0852,Southern Metropolitan,10412,2017
2784,North Melbourne,306/64 MacAulay Rd,2,u,,SP,Jellis,7/22/2017,1.8,3051,2,1,1,0,53,2010,Melbourne,-37.79831,144.94261,Northern Metropolitan,6821,2017
2785,Bayswater North,8 Skye Ct,3,h,,S,iTRAK,9/23/2017,23.2,3153,3,2,2,482,147,1990,,-37.82391,145.30266,Eastern Metropolitan,3598,2017
2786,Brighton,17 Rusden St,4,h,,VB,Hodges,7/30/2016,11.2,3186,3,2,1,549,195,1990,Bayside,-37.8869,144.9982,Southern Metropolitan,10579,2016
2787,Werribee,81 Parramatta Rd,3,h,,S,Reliance,9/16/2017,14.7,3030,3,1,2,640,125,1985,,-37.88537,144.65337,Western Metropolitan,16166,2017
2788,Fairfield,13 Darling St,3,h,,S,Nelson,6/3/2017,5.7,3078,3,1,2,440,126,1970,Darebin,-37.77558,145.02451,Northern Metropolitan,2970,2017
2789,Armadale,21/62 Wattletree Rd,2,u,,S,hockingstuart,8/12/2017,6.3,3143,2,2,1,3093,75,2006,Stonnington,-37.86165,145.02148,Southern Metropolitan,4836,2017
2790,Blackburn,31 Stanley Gr,3,h,,S,Noel,6/24/2017,13.4,3130,3,1,2,785,126,1970,Whitehorse,-37.81321,145.14635,Eastern Metropolitan,5713,2017
2791,Doncaster,768 Elgar Rd,2,h,,S,Barry,5/14/2016,13.9,3108,3,1,1,679,126,1960,Manningham,-37.7915,145.1224,Eastern Metropolitan,9028,2016
2792,Lalor,264 Edgars Rd,3,h,,SP,Barry,8/26/2017,16.3,3075,3,1,1,540,126,1970,,-37.67139,145.00269,Northern Metropolitan,8279,2017
2793,Hawthorn,3 Churchill Gr,3,h,,S,Marshall,5/27/2017,5.3,3122,3,2,2,273,126,1900,Boroondara,-37.81625,145.03789,Southern Metropolitan,11308,2017
2794,Reservoir,4/1067 High St,2,u,,PI,Stockdale,7/26/2016,11.2,3073,2,1,1,82,126,1970,Darebin,-37.6983,145.0104,Northern Metropolitan,21650,2016
2795,Lalor,18 Howell St,3,h,,S,hockingstuart,7/8/2017,16.3,3075,3,1,2,604,102,1950,Whittlesea,-37.6708,145.01353,Northern Metropolitan,8279,2017
2796,Glen Iris,6 Beatrice St,3,h,,S,hockingstuart,9/3/2016,9.2,3146,3,2,3,680,170,1935,Boroondara,-37.854,145.0832,Southern Metropolitan,10412,2016
2797,Ascot Vale,37 Roxburgh St,3,h,,S,Jellis,7/15/2017,4.3,3032,3,1,0,199,126,1900,Moonee Valley,-37.77561,144.91695,Western Metropolitan,6567,2017
2798,Pascoe Vale,130 Essex St,3,h,,S,Brad,8/28/2016,9.9,3044,3,2,2,501,501,1960,Moreland,-37.7258,144.9347,Northern Metropolitan,7485,2016
2799,Mill Park,2 Mimosa Rd,2,h,,S,Stockdale,7/29/2017,17.9,3082,2,1,2,374,100,1970,Whittlesea,-37.6745,145.05491,Northern Metropolitan,10529,2017
2800,Northcote,91 Arthurton Rd,3,h,,S,Nelson,9/10/2016,5.5,3070,3,2,1,259,156,1910,Darebin,-37.7687,144.9922,Northern Metropolitan,11364,2016
2801,Sydenham,22 Contursi Dr,3,h,,S,YPA,6/17/2017,18,3037,3,2,1,338,114,2000,Brimbank,-37.705,144.75759,Western Metropolitan,3640,2017
2802,Murrumbeena,1 Donal St,4,h,,VB,hockingstuart,2/25/2017,12.1,3163,4,2,2,557,178,1955,Glen Eira,-37.906,145.074,Southern Metropolitan,4442,2017
2803,Malvern East,66 Argyll St,3,h,,PI,Thomson,9/24/2016,11.2,3145,3,1,2,645,126,1960,Stonnington,-37.875,145.0861,Southern Metropolitan,8801,2016
2804,Pascoe Vale,2/60 Bolingbroke St,2,u,,S,Brad,8/13/2016,9.9,3044,2,1,1,139,74,1975,Moreland,-37.7315,144.9301,Northern Metropolitan,7485,2016
2805,Brighton,3A Huntingfield Rd,3,h,,S,Nick,11/27/2016,11.2,3186,3,1,1,659,161,1942,Bayside,-37.919,144.9953,Southern Metropolitan,10579,2016
2806,Hawthorn East,43 Mayston St,3,h,,S,Woodards,5/22/2016,7.5,3123,3,1,3,372,126,1970,Boroondara,-37.8267,145.054,Southern Metropolitan,6482,2016
2807,Burwood,362 Burwood Hwy,2,h,,S,Lindellas,5/20/2017,11.7,3125,1,1,1,698,196,1960,Whitehorse,-37.8518,145.1278,Southern Metropolitan,5678,2017
2808,Albanvale,5 Hedgerow Ct,3,h,,S,Bells,9/23/2017,14,3021,3,1,2,619,126,1970,,-37.74521,144.76863,Western Metropolitan,1899,2017
2809,Williamstown,8/99 Verdon St,1,u,,SP,Sweeney,5/7/2016,8,3016,1,1,1,0,58,1968,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380,2016
2810,Chelsea,1/15 Cross Rd,2,u,,S,Eview,7/22/2017,27,3196,2,1,2,278,104,1980,Kingston,-38.04602,145.1191,South-Eastern Metropolitan,3906,2017
2811,Heidelberg West,17/459 Waterdale Rd,2,u,,S,Miles,5/27/2017,8.8,3081,2,1,1,94,126,1970,Banyule,-37.74432,145.04721,Eastern Metropolitan,2674,2017
2812,Clifton Hill,85 Roseneath St,2,h,,S,Harrington,10/8/2016,3.4,3068,2,1,1,185,84,1910,Yarra,-37.7927,144.9981,Northern Metropolitan,2954,2016
2813,Moonee Ponds,12 Chaucer St,5,h,,S,Nelson,12/10/2016,6.9,3039,5,2,1,0,126,1970,Moonee Valley,-37.7696,144.9227,Western Metropolitan,6232,2016
2814,Brunswick,15/11 Aberdeen St,2,u,,S,hockingstuart,5/22/2016,5.2,3056,2,1,1,0,126,1970,Moreland,-37.7671,144.9702,Northern Metropolitan,11918,2016
2815,Forest Hill,39 Barter Cr,4,h,,SP,Buxton,8/26/2017,15.4,3131,4,1,1,611,119,1960,,-37.83945,145.16684,Eastern Metropolitan,4385,2017
2816,Kensington,13 Youlden St,3,h,,S,Greg,10/8/2016,4.2,3031,3,1,1,211,95,1992,Melbourne,-37.7891,144.926,Northern Metropolitan,5263,2016
2817,St Kilda,51/167 Fitzroy St,3,u,,PI,Kay,2/25/2017,6.1,3182,3,2,2,0,3,1850,Port Phillip,-37.8584,144.9802,Southern Metropolitan,13240,2017
2818,Malvern,19 Gordon Gr,3,h,,S,Jellis,5/7/2016,7.4,3144,2,1,1,325,126,1970,Stonnington,-37.8636,145.0301,Southern Metropolitan,4675,2016
2819,Essendon,10/30 Richardson St,1,u,,S,Nelson,7/1/2017,7.5,3040,1,1,1,0,47,1970,Moonee Valley,-37.75121,144.91326,Western Metropolitan,9264,2017
2820,Heidelberg,4/51 Yarra St,2,t,,S,Miles,8/6/2016,10.6,3084,2,1,1,182,110,1973,Banyule,-37.7587,145.0657,Eastern Metropolitan,2890,2016
2821,Bulleen,43 Helene St,2,h,,S,Philip,2/25/2017,11.8,3105,2,1,0,359,126,1970,Manningham,-37.7609,145.0869,Eastern Metropolitan,4480,2017
