index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,,year
2612,Ripponlea,26 Bell St,2,t,755000,S,Chisholm,6/27/2016,7.4,3185,2,2,1,66,111,2005,Port Phillip,-37.8813,144.9964,Southern Metropolitan,821,,2016
2613,Abbotsford,22 Lulie St,3,h,1165000,S,Jellis,4/29/2017,2.5,3067,3,2,0,92,114,1888,Yarra,-37.797,144.9957,Northern Metropolitan,4019,,2017
2614,Thornbury,111 Smith St,2,h,1085000,S,Nelson,10/15/2016,6.5,3071,2,1,2,303,102,1930,Darebin,-37.7569,144.9914,Northern Metropolitan,8870,,2016
2615,Richmond,5/33 Davison St,1,u,330000,VB,Marshall,7/29/2017,2.4,3121,1,1,1,0,43.7,1970,Yarra,-37.81317,145.00834,Northern Metropolitan,14949,,2017
2616,Albion,16/20 Talmage St,2,t,319000,SP,Barry,9/24/2016,13.9,3020,2,1,1,0,78,1970,Brimbank,-37.7796,144.8252,Western Metropolitan,2185,,2016
2617,Croydon North,17 The Dell,4,h,859000,S,hockingstuart,6/17/2017,23,3136,4,2,3,660,126,1970,Maroondah,-37.76436,145.2804,Eastern Metropolitan,2985,,2017
2618,Thornbury,4/73 Flinders St,2,u,470000,S,Jellis,12/3/2016,6.5,3071,2,1,1,0,126,1970,Darebin,-37.7561,145.0067,Northern Metropolitan,8870,,2016
2619,Sunshine,32 Matthews St,3,h,950000,S,GL,12/3/2016,12.6,3020,3,1,1,700,145,1960,Brimbank,-37.7933,144.8411,Western Metropolitan,3755,,2016
2620,Essendon,1/1 Thomson St,2,u,630000,S,Nelson,11/27/2016,8,3040,2,1,1,0,83,1975,Moonee Valley,-37.7543,144.9066,Western Metropolitan,9264,,2016
2621,Abbotsford,138/56 Nicholson St,3,u,1090000,S,Jellis,3/18/2017,2.5,3067,3,2,2,4290,27,1970,Yarra,-37.8078,144.9965,Northern Metropolitan,4019,,2017
2622,Coburg North,2 Headley St,3,h,780000,S,hockingstuart,6/18/2016,9.2,3058,3,1,2,677,126,1970,Moreland,-37.7297,144.9648,Northern Metropolitan,3445,,2016
2623,Canterbury,1/8 Faversham Rd,3,t,1680000,S,Jellis,10/15/2016,9,3126,3,2,2,387,126,1970,Boroondara,-37.8227,145.0845,Southern Metropolitan,3265,,2016
2624,Mount Waverley,24 Sunnyside Rd,3,h,2000000,VB,Fletchers,7/1/2017,14.2,3149,3,1,2,1028,181,1965,Monash,-37.89757,145.11825,Eastern Metropolitan,13366,,2017
2625,Balaclava,4/247 Inkerman St,2,u,450000,SP,Buxton,5/13/2017,6.6,3183,2,1,1,0,50,1960,Port Phillip,-37.8656,144.9919,Southern Metropolitan,2952,,2017
2626,Brunswick,11 Denman St,4,h,1410000,PI,Jellis,5/28/2016,5.2,3056,4,2,1,460,214,1916,Moreland,-37.7554,144.9544,Northern Metropolitan,11918,,2016
2627,Carnegie,10/68 Woornack Rd,1,u,260000,VB,Gary,5/7/2016,11.4,3163,1,1,1,0,126,1968,Glen Eira,-37.8983,145.0627,Southern Metropolitan,7822,,2016
2628,Epping,6/7 Houston St,3,u,392250,S,Harcourts,7/8/2017,19.6,3076,3,1,1,227,101,1970,Whittlesea,-37.64836,145.03139,Northern Metropolitan,10926,,2017
2629,Maidstone,38 Suffolk St,3,h,930000,SP,Jas,11/19/2016,9.2,3012,3,1,2,492,126,1970,Maribyrnong,-37.7909,144.8777,Western Metropolitan,3873,,2016
2630,St Helena,11 Erinne Ct,5,h,1387000,S,Morrison,5/27/2017,16.1,3088,5,3,3,1348,370,2005,Banyule,-37.68508,145.1395,Eastern Metropolitan,915,,2017
2631,Middle Park,23 Nimmo St,3,h,2250000,VB,Marshall,4/29/2017,4.1,3206,3,2,1,148,146,1890,Port Phillip,-37.8496,144.963,Southern Metropolitan,2019,,2017
2632,Moorabbin,10 Beilby St,3,h,800000,PI,hockingstuart,7/26/2016,14.6,3189,3,2,2,261,107,1990,Kingston,-37.9429,145.0474,Southern Metropolitan,2555,,2016
2633,Moonee Ponds,31 Bowen St,2,h,860000,S,Nelson,2/11/2017,6.9,3039,2,1,1,301,80,1920,Moonee Valley,-37.7695,144.9092,Western Metropolitan,6232,,2017
2634,Parkdale,46 Davey St,3,h,940000,S,Buxton,6/17/2017,21.5,3195,3,2,2,454,122,1950,Kingston,-37.99443,145.0885,South-Eastern Metropolitan,5087,,2017
2635,Viewbank,8 Graham Rd,3,h,810000,VB,Miles,5/6/2017,13.8,3084,3,1,1,667,126,1970,Banyule,-37.743,145.0839,Eastern Metropolitan,2698,,2017
2636,Windsor,13/14 Newry St,2,u,450000,PI,hockingstuart,8/13/2016,5.1,3181,2,1,1,1057,126,1970,Stonnington,-37.8552,145.0005,Southern Metropolitan,4380,,2016
2637,Oakleigh South,9 Emerald St,3,h,921000,S,hockingstuart,3/18/2017,14.7,3167,3,1,2,535,129,1970,Kingston,-37.9377,145.0856,South-Eastern Metropolitan,3692,,2017
2638,Kensington,407/72 Altona St,2,u,515000,SP,Pagan,2/11/2017,4.2,3031,2,1,1,3957,81,2010,Melbourne,-37.7974,144.9261,Northern Metropolitan,5263,,2017
2639,Hawthorn East,336 Riversdale Rd,4,h,2450000,S,Marshall,11/19/2016,7.5,3123,4,2,1,697,172,1905,Boroondara,-37.8307,145.0498,Southern Metropolitan,6482,,2016
2640,Newport,32 Collingwood Rd,3,h,1000000,S,Gunn&Co,7/8/2017,6.2,3015,3,1,2,366,126,1970,Hobsons Bay,-37.84346,144.88947,Western Metropolitan,5498,,2017
2641,Glen Waverley,20 Walter St,4,h,1715000,S,Barry,6/17/2017,16.7,3150,4,1,2,758,126,1970,Monash,-37.86924,145.16471,Eastern Metropolitan,15321,,2017
2642,Wallan,14 Danaher Av,3,h,366000,S,Ray,9/16/2017,44.2,3756,3,1,1,502,77,1978,,-37.40853,144.97749,Northern Victoria,3988,,2017
2643,Reservoir,32A Broadhurst Av,4,h,1210000,S,Barry,8/12/2017,12,3073,4,3,4,725,126,1970,Darebin,-37.70833,145.0045,Northern Metropolitan,21650,,2017
2644,Diamond Creek,17 Norma St,2,h,621000,S,Mason,7/1/2017,21.8,3089,2,1,0,610,61,1939,Nillumbik,-37.67629,145.15589,Northern Victoria,4258,,2017
2645,Meadow Heights,2 Navarre Ct,3,h,467000,S,Raine,6/24/2017,17.4,3048,3,1,1,565,98,1975,Hume,-37.65702,144.92447,Northern Metropolitan,4704,,2017
2646,Balwyn North,20 Ajax St,4,h,1620000,S,Jellis,7/16/2016,9.2,3104,4,2,1,654,126,1960,Boroondara,-37.7885,145.0854,Southern Metropolitan,7809,,2016
2647,Toorak,5 Kyeamba Gr,3,t,2050000,S,Rodney,9/17/2016,4.6,3142,3,2,2,339,126,1970,Stonnington,-37.8425,145.0252,Southern Metropolitan,7217,,2016
2648,Bentleigh East,2/575 Warrigal Rd,3,t,850000,S,hockingstuart,5/20/2017,13.9,3165,3,2,2,321,126,1970,Glen Eira,-37.9316,145.0806,Southern Metropolitan,10969,,2017
2649,Epping,2 Dransfield Wy,3,h,552500,S,hockingstuart,9/23/2017,19.6,3076,3,1,1,521,126,1970,,-37.63854,145.05179,Northern Metropolitan,10926,,2017
2650,Ormond,17 Murray Rd,4,h,2250000,PI,Marshall,12/3/2016,11.8,3204,4,1,2,903,235,1985,Glen Eira,-37.9062,145.0263,Southern Metropolitan,3578,,2016
2651,Sunbury,17 Mudie Av,4,h,512500,S,Raine,7/8/2017,31.7,3429,4,2,2,581,139,1960,Hume,-37.57355,144.70854,Western Metropolitan,14092,,2017
2652,Carlton North,408 Canning St,3,h,1614500,S,Woodards,5/20/2017,3.2,3054,3,1,0,167,126,1970,Yarra,-37.7875,144.9749,Northern Metropolitan,3106,,2017
2653,Mill Park,2/33 Allwyn Cr,2,u,445000,SP,Ray,9/16/2017,17.9,3082,2,1,1,265,126,1970,,-37.65678,145.07811,Northern Metropolitan,10529,,2017
2654,Prahran,27 Westbourne St,3,h,1442000,S,Jellis,7/30/2016,4.5,3181,3,1,2,199,126,1970,Stonnington,-37.8494,145.005,Southern Metropolitan,7717,,2016
2655,Maribyrnong,8 Mitchell St,4,h,1340000,S,hockingstuart,7/8/2017,4.3,3032,4,1,3,697,155,1920,Maribyrnong,-37.78352,144.88981,Western Metropolitan,4918,,2017
2656,Flemington,15/60 Farnham St,2,u,505000,SP,Nelson,7/22/2017,3.4,3031,2,1,1,0,126,1970,Moonee Valley,-37.78257,144.93106,Northern Metropolitan,3593,,2017
2657,Richmond,48 Rooney St,3,h,1820000,S,Jellis,10/15/2016,2.6,3121,3,1,1,410,126,1900,Yarra,-37.8292,145.0029,Northern Metropolitan,14949,,2016
2658,Bellfield,9 Sullivan St,2,h,906000,S,Miles,7/22/2017,8.8,3081,2,1,1,617,109.98,1960,Banyule,-37.7528,145.04444,Eastern Metropolitan,790,,2017
2659,Heidelberg,22 Almay Gr,3,h,1220000,S,Miles,8/6/2016,10.6,3084,3,1,1,858,136,1960,Banyule,-37.7504,145.0643,Eastern Metropolitan,2890,,2016
2660,Doncaster,4 Benton Ct,3,h,1250000,PI,Jellis,9/17/2016,13.9,3108,3,2,1,728,150,1965,Manningham,-37.7813,145.1318,Eastern Metropolitan,9028,,2016
2661,Balwyn North,15 Maughan Pde,5,h,1660000,PI,hockingstuart,5/28/2016,9.2,3104,4,3,2,737,193,1950,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809,,2016
2662,Essendon,5/8 Violet St,2,u,440000,S,Brad,11/27/2016,8,3040,2,1,1,1011,77,1970,Moonee Valley,-37.7556,144.9132,Western Metropolitan,9264,,2016
2663,Murrumbeena,2/43 Kangaroo Rd,2,u,825000,S,Buxton,10/8/2016,12.1,3163,2,1,1,0,86,1970,Glen Eira,-37.898,145.0734,Southern Metropolitan,4442,,2016
2664,Thornbury,1/13 Mansfield St,2,u,525500,S,Nelson,2/11/2017,6.5,3071,2,1,1,724,72,1975,Darebin,-37.7564,145.0026,Northern Metropolitan,8870,,2017
2665,Preston,590 Murray Rd,3,h,1355000,S,Barry,10/15/2016,8.8,3072,3,1,2,916,126,1970,Darebin,-37.7361,144.9883,Northern Metropolitan,14577,,2016
2666,Sunshine,17 Hampshire Rd,3,h,702000,S,Douglas,9/10/2016,12.6,3020,3,1,1,542,126,1950,Brimbank,-37.7949,144.8303,Western Metropolitan,3755,,2016
2667,Parkville,199 Park Dr,2,h,1265000,S,Nelson,11/19/2016,2.6,3052,2,1,0,70,102,1890,Melbourne,-37.7931,144.9565,Northern Metropolitan,2309,,2016
2668,St Kilda,2/63 Carlisle St,2,u,465000,S,Marshall,6/4/2016,6.1,3182,2,1,1,0,126,1960,Port Phillip,-37.8676,144.9834,Southern Metropolitan,13240,,2016
2669,Mount Waverley,14 Wadham Pde,4,h,1400000,S,Ray,5/27/2017,14.2,3149,4,3,2,668,126,1970,Monash,-37.87118,145.12478,Eastern Metropolitan,13366,,2017
2670,Brighton,56 Asling St,3,t,1990000,S,Buxton,4/22/2017,11.2,3186,3,2,2,0,189,1935,Bayside,-37.901,145.0026,Southern Metropolitan,10579,,2017
2671,Armadale,16/74 Denbigh Rd,2,u,486000,S,hockingstuart,7/22/2017,6.3,3143,2,1,2,0,63,1960,Stonnington,-37.85549,145.0163,Southern Metropolitan,4836,,2017
2672,Southbank,28/161 Sturt St,2,u,600000,VB,hockingstuart,5/27/2017,0.7,3006,2,1,1,3634,80,1993,Melbourne,-37.8281,144.96627,Southern Metropolitan,8400,,2017
2673,Balwyn,40 Metung St,5,h,2800000,VB,Marshall,6/4/2016,9.7,3103,5,3,2,678,349,2001,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682,,2016
2674,West Melbourne,7/234 Roden St,3,t,1171000,S,Alexkarbon,5/20/2017,1.9,3003,3,2,1,650,126,1970,Melbourne,-37.8098,144.9448,Northern Metropolitan,2230,,2017
2675,Preston,5 Toolangi Gr,3,h,1045000,S,RW,7/29/2017,8.4,3072,3,1,2,520,126,1970,Darebin,-37.75371,145.01964,Northern Metropolitan,14577,,2017
2676,Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,9/10/2016,2.8,3000,1,1,0,0,64,1976,Melbourne,-37.8127,144.9627,Northern Metropolitan,17496,,2016
2677,Glen Waverley,16 Cooper Av,4,h,1292000,S,Barry,8/19/2017,16.7,3150,4,2,2,768,169,1970,,-37.89965,145.17135,Eastern Metropolitan,15321,,2017
2678,Mulgrave,25 Morawa Dr,3,h,862000,S,Win,7/22/2017,18.8,3170,3,2,2,246,3,2002,Monash,-37.92829,145.19647,South-Eastern Metropolitan,7113,,2017
2679,Bentleigh,22 Hutchinson St,5,h,1385000,S,Buxton,8/28/2016,13,3204,5,2,2,664,178,1950,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795,,2016
2680,Carnegie,1/17 Cosy Gum Rd,2,u,750000,S,Thomson,7/8/2017,10.1,3163,2,1,2,0,85,1970,Glen Eira,-37.88368,145.0515,Southern Metropolitan,7822,,2017
2681,Point Cook,4 Hewett Dr,3,h,520000,SP,LJ,8/12/2017,14.7,3030,3,2,2,312,185,2014,Wyndham,-37.89273,144.72559,Western Metropolitan,15542,,2017
2682,South Yarra,12 Stables La,1,u,370000,SP,Marshall,5/7/2016,3.3,3141,1,1,1,0,126,1970,Stonnington,-37.8423,144.997,Southern Metropolitan,14887,,2016
2683,Sunshine,13 Cannon St,3,h,605000,S,Barry,11/19/2016,12.6,3020,3,1,1,462,104,1956,Brimbank,-37.7969,144.8276,Western Metropolitan,3755,,2016
2684,Jacana,34 Bliburg St,4,h,650000,PI,YPA,7/1/2017,14,3047,4,1,1,692,181,1960,Hume,-37.6876,144.91167,Northern Metropolitan,851,,2017
2685,Maidstone,2/32 Burns St,3,t,555000,PI,Biggin,9/17/2016,9.2,3012,3,1,2,210,121,2012,Maribyrnong,-37.7869,144.8749,Western Metropolitan,3873,,2016
2686,Doncaster,2 Eildon St,3,t,888000,S,Jellis,8/28/2016,13.9,3108,3,2,1,192,126,1970,Manningham,-37.7942,145.1256,Eastern Metropolitan,9028,,2016
2687,Albion,76 Forrest St,3,h,700000,S,Douglas,5/13/2017,13.9,3020,3,1,2,697,126,1970,Brimbank,-37.7841,144.8169,Western Metropolitan,2185,,2017
2688,Footscray,141 Summerhill Rd,3,h,750000,PI,hockingstuart,8/26/2017,5.1,3011,3,1,2,232,126,1970,,-37.797,144.88173,Western Metropolitan,7570,,2017
2689,Newport,487 Melbourne Rd,8,h,881000,S,Jas,7/30/2016,8.4,3015,6,2,4,663,190,1920,Hobsons Bay,-37.8385,144.8824,Western Metropolitan,5498,,2016
2690,Altona,3/8 Rayner St,2,t,597500,S,hockingstuart,4/22/2017,13.8,3018,2,1,2,178,126,2009,Hobsons Bay,-37.8701,144.8209,Western Metropolitan,5301,,2017
2691,Mitcham,14 Victory St,2,h,883000,S,Jellis,5/27/2017,17.2,3132,2,1,1,697,126,1960,Whitehorse,-37.81808,145.2057,Eastern Metropolitan,6871,,2017
2692,Carrum,3/13 Graham Rd,3,u,590000,S,Mitchell,6/24/2017,31.2,3197,3,1,1,179,126,1970,Kingston,-38.07483,145.13133,South-Eastern Metropolitan,1989,,2017
2693,Braybrook,15 Myalla St,2,h,570000,VB,Sweeney,6/24/2017,8.6,3019,2,1,2,567,74,1950,Maribyrnong,-37.7877,144.84757,Western Metropolitan,3589,,2017
2694,Hawthorn East,4/161 Victoria Rd,2,u,680000,VB,hockingstuart,8/13/2016,7.5,3123,2,1,1,0,110,1945,Boroondara,-37.8233,145.0575,Southern Metropolitan,6482,,2016
2695,Caulfield North,123 Normanby Rd,4,h,2170000,S,Gary,8/28/2016,8.1,3161,4,2,1,810,215,1915,Glen Eira,-37.8698,145.0325,Southern Metropolitan,6923,,2016
2696,Ferntree Gully,32 Elton Rd,3,h,663500,S,Harcourts,6/3/2017,24.8,3156,3,1,2,736,126,1970,Knox,-37.88909,145.26935,Eastern Metropolitan,10788,,2017
2697,Carnegie,12/40 Woorayl St,1,u,381000,S,Ray,9/23/2017,10.1,3163,1,1,1,2048,55,1970,,-37.88642,145.05979,Southern Metropolitan,7822,,2017
2698,Essendon,1/155 Deakin St,3,h,897000,S,Frank,2/11/2017,8,3040,3,1,2,226,126,2000,Moonee Valley,-37.7393,144.8931,Western Metropolitan,9264,,2017
2699,Abbotsford,24 Cooke St,2,h,1050000,S,Jellis,4/29/2017,2.5,3067,2,1,0,129,128,1890,Yarra,-37.8099,145.0027,Northern Metropolitan,4019,,2017
2700,Malvern East,19 Belgrave Rd,3,h,1505000,SP,Woodards,11/7/2016,11.2,3145,3,2,1,647,126,1970,Stonnington,-37.8822,145.0677,Southern Metropolitan,8801,,2016
2701,Brighton East,5 Arnot St,3,t,1230000,S,hockingstuart,5/28/2016,10.7,3187,3,2,2,297,193,1980,Bayside,-37.9124,145.0132,Southern Metropolitan,6938,,2016
2702,Bentleigh,4/10 Blair St,4,t,1105000,S,Hodges,5/13/2017,13,3204,4,2,1,207,126,2007,Glen Eira,-37.9156,145.0355,Southern Metropolitan,6795,,2017
2703,Williamstown,14 Illawarra St,2,h,940000,S,RT,12/10/2016,8,3016,2,1,0,166,126,1986,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380,,2016
2704,Ascot Vale,18 Ascot St,3,h,870000,PI,Nelson,9/9/2017,4.3,3032,3,2,3,388,92,1950,,-37.7822,144.92042,Western Metropolitan,6567,,2017
2705,Richmond,24 The Crofts,2,h,1125000,S,hockingstuart,7/30/2016,2.6,3121,2,1,0,103,74,1900,Yarra,-37.8199,144.9911,Northern Metropolitan,14949,,2016
2706,Moonee Ponds,15 Grandison St,1,h,1425500,S,hockingstuart,7/8/2017,6.2,3039,1,1,1,552,190,1970,Moonee Valley,-37.76075,144.91927,Western Metropolitan,6232,,2017
2707,Diggers Rest,15 Eureka Rd,3,h,435000,S,YPA,5/27/2017,27.7,3427,3,1,2,608,126,1970,Melton,-37.6204,144.71138,Western Metropolitan,1184,,2017
2708,Viewbank,11 Jedem Cl,4,h,1612000,S,Miles,8/19/2017,8.9,3084,4,2,2,1113,126,1970,,-37.73106,145.10237,Eastern Metropolitan,2698,,2017
2709,Surrey Hills,35A Russell St,3,h,1385000,S,Fletchers,7/1/2017,10.2,3127,3,2,1,385,126,1993,Whitehorse,-37.82886,145.10093,Southern Metropolitan,5457,,2017
2710,Glenroy,34 Glenroy Rd,3,h,805000,S,Raine,7/8/2017,11.2,3046,3,1,2,676,126,1970,Moreland,-37.70691,144.93498,Northern Metropolitan,8870,,2017
2711,Hawthorn East,29 Fairmount Rd,3,h,3600000,S,Marshall,9/23/2017,6.2,3123,3,2,2,848,158,1929,,-37.83543,145.04606,Southern Metropolitan,6482,,2017
2712,Edithvale,115 Ella Gr,3,h,875000,SP,Eview,8/19/2017,27,3196,3,1,3,694,136,1975,,-38.03819,145.12443,South-Eastern Metropolitan,2546,,2017
2713,Seddon,27 thomson St,2,h,955000,SP,Jas,11/19/2016,6.6,3011,2,1,0,148,72,1912,Maribyrnong,-37.8084,144.8907,Western Metropolitan,2417,,2016
2714,Richmond,704/8 Howard St,3,u,760000,SP,Nelson,5/14/2016,2.6,3121,3,2,1,0,120,2005,Yarra,-37.8331,144.9975,Northern Metropolitan,14949,,2016
2715,Oak Park,96 Winifred St,3,h,815500,S,Brad,7/16/2016,11.5,3046,3,2,2,790,165,1940,Moreland,-37.718,144.9124,Northern Metropolitan,2651,,2016
2716,East Melbourne,24/108 George St,2,u,885000,S,Woodards,6/24/2017,1.3,3002,2,1,1,1489,126,1970,Melbourne,-37.81525,144.98678,Northern Metropolitan,3040,,2017
2717,Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,8/28/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567,,2016
2718,Deer Park,4 Vincent St,3,h,665000,SP,hockingstuart,8/12/2017,14.8,3023,3,1,2,693,126,1970,Brimbank,-37.77538,144.76933,Western Metropolitan,6388,,2017
2719,Surrey Hills,3 Oak St,4,h,3100000,VB,Marshall,8/26/2017,10.2,3127,4,2,3,832,126,1970,,-37.83564,145.10919,Southern Metropolitan,5457,,2017
2720,Altona,1/170 Blyth St,3,u,630000,S,Barlow,8/6/2016,13.8,3018,2,1,2,311,94,1955,Hobsons Bay,-37.8702,144.8143,Western Metropolitan,5301,,2016
2721,Canterbury,1/27 Maling Rd,4,t,1420000,S,O'Donoghues,8/28/2016,9,3126,3,2,2,278,126,1970,Boroondara,-37.8273,145.0752,Southern Metropolitan,3265,,2016
2722,Frankston North,7 Wirilda Cr,3,h,570000,SP,C21,7/29/2017,36.9,3200,3,1,4,632,104,1960,Frankston,-38.11984,145.16209,Eastern Victoria,2500,,2017
2723,Bulleen,33 Lindsay St,4,h,1540000,S,Jellis,5/6/2017,11.8,3105,4,2,2,780,126,1970,Manningham,-37.7766,145.1,Eastern Metropolitan,4480,,2017
2724,Elwood,12/10 Docker St,2,u,1260000,S,hockingstuart,4/8/2017,7.7,3184,2,2,2,626,125,2008,Port Phillip,-37.8865,144.9874,Southern Metropolitan,8989,,2017
2725,Doncaster,8 Harcourt St,4,h,1400000,PI,Barry,4/8/2017,13.9,3108,4,2,2,664,150,1980,Manningham,-37.7895,145.1116,Eastern Metropolitan,9028,,2017
2726,Keilor East,7 Neville St,4,h,970000,S,Nelson,12/10/2016,12.8,3033,4,2,4,659,126,1970,Moonee Valley,-37.7467,144.8683,Western Metropolitan,5629,,2016
2727,Heidelberg Heights,146 Porter Rd,2,h,920000,S,Barry,5/28/2016,10.5,3081,2,1,3,932,97,1950,Banyule,-37.7333,145.0588,Eastern Metropolitan,2947,,2016
2728,Preston,531 Murray Rd,2,h,850000,S,Harcourts,10/15/2016,8.8,3072,2,1,1,669,126,1970,Darebin,-37.7363,144.9849,Northern Metropolitan,14577,,2016
2729,Maribyrnong,2/6 Horizon Dr,2,u,585000,S,Brad,6/3/2017,4.3,3032,2,2,2,37000,90,2004,Maribyrnong,-37.77518,144.89254,Western Metropolitan,4918,,2017
2730,Collingwood,3/8 Forest St,2,u,560000,S,Jellis,8/12/2017,2,3066,2,1,1,0,60,1975,Yarra,-37.79627,144.99229,Northern Metropolitan,4553,,2017
2731,Templestowe Lower,9 Esther St,3,h,1053000,S,Ray,9/24/2016,13.8,3107,3,1,1,726,126,1960,Manningham,-37.7656,145.1017,Eastern Metropolitan,5420,,2016
2732,Murrumbeena,2/20 Gerald St,2,u,540000,VB,Weston,7/29/2017,10.1,3163,2,1,1,80,67,1970,Glen Eira,-37.89563,145.06992,Southern Metropolitan,4442,,2017
2733,Epping,99 Peppercorn Pde,3,h,552000,S,Love,8/12/2017,19.6,3076,3,1,2,549,126,1970,Whittlesea,-37.64992,145.04257,Northern Metropolitan,10926,,2017
2734,Brighton,65A Durrant St,3,h,1175000,PI,Biggin,6/3/2017,10.5,3186,3,1,3,284,120,1970,Bayside,-37.91155,145.00657,Southern Metropolitan,10579,,2017
2735,Maribyrnong,7/3 Ensign St,2,u,330000,SP,Biggin,12/10/2016,8.7,3032,2,1,1,950,126,1970,Maribyrnong,-37.7665,144.9004,Western Metropolitan,4918,,2016
2736,Toorak,6/2 Tintern Av,2,u,920000,S,hockingstuart,7/22/2017,4.1,3142,2,2,1,0,126,1970,Stonnington,-37.84139,145.00678,Southern Metropolitan,7217,,2017
2737,Melbourne,601/616 Little Collins St,4,u,1850000,VB,hockingstuart,4/8/2017,2.8,3000,4,2,1,0,213,1938,Melbourne,-37.8177,144.9544,Northern Metropolitan,17496,,2017
2738,Albert Park,105 Kerferd Rd,2,h,1275000,S,hockingstuart,9/3/2016,3.3,3206,2,1,0,120,82,1900,Port Phillip,-37.8459,144.9555,Southern Metropolitan,3280,,2016
2739,Kingsbury,1/21 The Fairway,3,u,480000,PI,Darren,12/3/2016,12.4,3083,3,2,1,218,110,2004,Darebin,-37.7133,145.0374,Northern Metropolitan,1414,,2016
2740,Elsternwick,37/2 Gordon St,2,u,500000,S,Gary,8/22/2016,8.5,3185,1,1,1,0,59,2006,Glen Eira,-37.8822,144.9994,Southern Metropolitan,4898,,2016
2741,St Albans,38 Charlbury Gr,4,h,632500,S,YPA,8/12/2017,14,3021,4,2,2,592,126,1970,Brimbank,-37.73084,144.78348,Western Metropolitan,14042,,2017
2742,Northcote,95 Beavers Rd,2,h,1118000,S,Nelson,8/26/2017,5.3,3070,2,2,1,173,81,1910,,-37.76623,144.99318,Northern Metropolitan,11364,,2017
2743,Melton,20 Perry Cl,3,h,430000,S,hockingstuart,9/3/2017,31.7,3337,3,1,2,583,103,1980,,-37.68146,144.57106,Western Victoria,3600,,2017
2744,Altona North,68 Chambers Rd,3,h,750000,S,RT,5/20/2017,11.1,3025,3,1,2,534,126,1970,Hobsons Bay,-37.8367,144.8425,Western Metropolitan,5132,,2017
2745,Wantirna,7/3 Ashley St,2,h,450000,PI,Prof.,7/1/2017,14.7,3152,2,2,2,74,126,1970,Knox,-37.84646,145.22591,Eastern Metropolitan,5424,,2017
2746,Elwood,2/23 Foam St,2,u,582500,S,Chisholm,10/8/2016,7.7,3184,2,1,1,0,126,1970,Port Phillip,-37.885,144.991,Southern Metropolitan,8989,,2016
2747,Newport,28 Agg St,4,h,1230000,SP,Gunn&Co,5/6/2017,8.4,3015,4,2,1,402,146,1925,Hobsons Bay,-37.8433,144.8774,Western Metropolitan,5498,,2017
2748,Malvern East,23 Darling Rd,3,h,1650000,S,RT,5/28/2016,11.2,3145,3,1,2,764,114,1925,Stonnington,-37.8814,145.0583,Southern Metropolitan,8801,,2016
2749,Bulleen,29 Flinders St,3,h,1200000,S,Jellis,8/12/2017,10.8,3105,3,1,3,557,126,1970,Manningham,-37.76762,145.09773,Eastern Metropolitan,4480,,2017
2750,Ormond,32a Bewdley St,2,h,1250000,S,Ray,10/8/2016,11.8,3204,2,1,1,516,126,1970,Glen Eira,-37.906,145.0497,Southern Metropolitan,3578,,2016
2751,Sandringham,131 Bay Rd,4,t,2300000,S,Hodges,6/3/2017,15.2,3191,4,2,2,604,166,1940,Bayside,-37.95326,145.01779,Southern Metropolitan,4497,,2017
2752,Springvale,731 Princes Hwy,3,h,770000,SP,Le,9/16/2017,20.8,3171,3,1,4,585,126,1970,,-37.93975,145.16326,South-Eastern Metropolitan,7412,,2017
2753,Kew,4/34 Dean St,2,u,890000,S,Jellis,9/17/2016,5.6,3101,2,2,1,89,87,1965,Boroondara,-37.8148,145.0571,Southern Metropolitan,10331,,2016
2754,Hughesdale,3/9 Clapham Rd,2,u,472000,S,LITTLE,7/22/2017,12.3,3166,2,1,1,0,70,1970,Monash,-37.89369,145.08354,Southern Metropolitan,3145,,2017
2755,Thornbury,6/75 Pender St,1,u,277500,PI,hockingstuart,11/12/2016,6.5,3071,1,1,1,0,126,1970,Darebin,-37.7542,145.0098,Northern Metropolitan,8870,,2016
2756,Fitzroy,28 Greeves St,2,h,1350000,VB,Jellis,5/13/2017,1.6,3065,2,1,0,131,110,1900,Yarra,-37.7999,144.9776,Northern Metropolitan,5825,,2017
2757,Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,8/22/2016,11,3147,6,4,2,1075,390,2010,Boroondara,-37.8714,145.073,Southern Metropolitan,3052,,2016
2758,Hawthorn,4A Simpson Pl,3,h,1180000,S,Jellis,11/19/2016,4.6,3122,3,1,3,218,92,1900,Boroondara,-37.8176,145.0204,Southern Metropolitan,11308,,2016
2759,Abbotsford,42 Henry St,3,h,1200000,S,Jellis,7/16/2016,2.5,3067,3,2,1,113,110,1880,Yarra,-37.8056,144.993,Northern Metropolitan,4019,,2016
